date,channel_id,video_id,live_or_on_demand,subscribed_status,country_code,views,comments,likes,dislikes,shares,watch_time_minutes,average_view_duration_seconds,average_view_duration_percentage,annotation_impressions,annotation_clickable_impressions,annotation_clicks,annotation_click_through_rate,annotation_closable_impressions,annotation_closes,annotation_close_rate,card_teaser_impressions,card_teaser_clicks,card_teaser_click_rate,card_impressions,card_clicks,card_click_rate,subscribers_gained,subscribers_lost,videos_added_to_playlists,videos_removed_from_playlists,red_views,red_watch_time_minutes
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,6404,379,400,879,184,3233.2444838935994,343.43460515726053,0.289117,133,83,7,0.24369446298564468,360,20,0.6050225368399602,162,167,0.14596158933772996,487,144,0.6532768717666603,973,132,238,265,588,4500.080314503057
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,6941,162,858,628,342,5130.801011755124,646.0327586547912,0.052376,733,331,71,0.5961063643225639,359,104,0.0531323695760495,79,359,0.9755582076297163,153,131,0.8635473253853309,684,359,425,60,970,718.4588094104316
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,MX,7944,323,213,249,427,4501.029810030351,2891.1475578547797,0.258414,817,133,246,0.441184517106324,4,97,0.17195817420774628,723,346,0.3056386522543859,934,218,0.4148314738132769,362,95,98,256,820,8298.966390937736
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,MN,6642,310,679,567,391,6310.246938079168,2361.0876174097143,0.980627,378,199,186,0.23220331003435724,426,52,0.1891606740183398,88,346,0.4562786604434783,83,307,0.4673675187551447,600,490,714,97,748,1901.0508821396554
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,6378,323,20,758,287,8865.936459688714,2221.1985128967694,0.486055,852,230,35,0.5511975086064395,455,96,0.6204157904591968,986,487,0.08371860978197199,375,379,0.1648392526244078,443,276,411,20,242,6434.529693056718
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,MR,9648,159,827,417,371,1420.861469235609,111.22990174939329,0.469912,382,199,181,0.17006389588496462,95,170,0.6826868472768726,669,481,0.5636127888643402,977,22,0.6053524611231846,372,146,653,456,476,5302.67684051207
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,ST,2340,345,953,513,494,1158.5241876543962,2934.647031714967,0.307732,765,65,15,0.7199744613917439,457,124,0.05437882104412595,901,118,0.9521858277391355,491,469,0.9627043466660767,943,36,585,147,633,2536.7009875888734
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,MW,5082,49,342,295,223,7508.164978131813,2299.5926988486794,0.027178,207,101,102,0.16776574344931772,269,54,0.4030645159402927,343,47,0.6811979401281851,95,428,0.31552210106286094,649,220,346,403,98,6623.94225739711
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,HU,8434,407,308,853,342,8685.275386853486,582.9437644797549,0.610854,513,257,130,0.059765172191346805,314,11,0.48594793792267,772,287,0.21301206293133956,476,98,0.6440524297063399,878,356,781,216,267,7970.673496156687
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,GW,2274,274,365,487,305,5400.251070623346,1661.1318807366345,0.858946,700,292,187,0.19421181659999676,428,166,0.9946082873087636,611,45,0.0969764659699972,11,225,0.588617795158627,639,113,468,407,354,9954.340743458552
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,GE,3268,393,894,218,99,6639.266519617144,2043.0890287903328,0.507358,28,216,65,0.7184367946870168,330,203,0.9158121897101477,785,471,0.16448386935868264,571,452,0.6316060374613025,33,471,972,88,737,1894.972275256318
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,US,1226,255,27,462,134,6551.972035506591,2920.144097393665,0.373528,504,361,62,0.6629325629048081,362,136,0.32609627520238116,962,225,0.6107167844138368,494,282,0.7247439957369689,233,126,989,95,875,4849.376999717633
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,GD,5818,141,720,621,469,6985.274828697421,970.7474138648444,0.941025,278,431,38,0.44892865528702175,203,49,0.7225800914956235,921,484,0.07577458249606794,803,225,0.6444878943985518,296,471,674,19,673,1956.0594135746146
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,AF,5634,2,706,757,378,7750.791745776122,493.6215640995153,0.163191,160,321,220,0.2244667044711951,61,134,0.3000181657788761,437,408,0.3325914749806388,614,407,0.3169379294615523,884,57,344,418,81,3702.2133382238153
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,5080,323,914,130,270,7220.640496397409,1767.7468359053032,0.94405,12,195,14,0.6272048323322045,199,168,0.0795261220455723,787,223,0.12796416208630657,998,197,0.9555863724962691,12,380,313,263,419,9289.641005822685
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,NL,7134,375,252,729,312,8308.312115011166,826.1544930595657,0.619051,114,285,118,0.9531979671852959,147,105,0.7029377729940112,38,454,0.41103020989771555,497,160,0.08635770431328327,673,403,406,384,381,6150.572871030552
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,AU,3658,168,778,500,312,4205.800760186201,84.5485637213067,0.880554,795,347,170,0.8815910275085206,339,207,0.7609193295281452,111,81,0.6528492692852729,687,442,0.8060158096729961,867,434,496,78,338,8312.60256736641
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,US,1436,323,201,459,298,793.6488108984319,2321.8149106671813,0.573859,325,144,30,0.16445666704975714,465,60,0.2876507016259906,583,100,0.38741762310882055,954,370,0.46025989137694845,432,94,607,135,832,6871.880993713679
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,US,7809,183,855,431,427,1702.7357586660962,2242.3107231467166,0.228851,741,63,189,0.5162917614598361,224,141,0.20832204883906713,845,362,0.6537656237654303,329,184,0.09819550783907705,299,369,263,409,45,4808.408787025001
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,6679,232,296,238,20,5478.6601962697905,2334.9922304547854,0.47534,569,14,203,0.5261912075334556,27,197,0.3030845077070128,669,399,0.07446029564185375,364,223,0.498981933731231,525,55,600,318,763,2757.1541667088027
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,8698,431,445,594,360,9846.562847679912,2410.066445697358,0.287656,562,247,112,0.439881216432072,30,48,0.25579399528689295,677,429,0.3751437393747108,331,123,0.31809844980057256,302,477,122,106,672,5506.6105193530375
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,1735,286,935,206,44,5157.674622161742,1008.7609271012374,0.256973,673,419,56,0.3688413096494392,18,1,0.6041939082887038,765,348,0.46911513440110086,183,133,0.5442513658146769,711,140,1000,349,552,4726.704490932359
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,SZ,5770,477,764,324,467,8174.02435023003,538.0969964872569,0.52321,818,142,119,0.2304037361450887,312,69,0.28138468894378454,959,419,0.13307088696751768,737,499,0.006422948446229704,603,25,524,79,710,7072.278304615888
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,3878,49,886,487,473,1132.3510606974896,1870.7096949372362,0.580671,82,292,132,0.4335599922035829,325,101,0.9311948183362593,830,382,0.5477078984186322,604,107,0.24760983398354974,579,295,489,108,183,4771.427473680078
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,615,185,104,883,307,1523.0321768539234,2288.0697474659164,0.312216,692,453,125,0.2855234876372882,319,203,0.5415804233924993,70,174,0.9845682981011982,848,203,0.2061640641802005,171,486,729,301,73,7726.315055143034
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,VA,9882,422,821,477,326,3714.5099382433045,1245.2935313690448,0.780022,434,439,10,0.9002556912956482,173,66,0.7774858218777704,657,173,0.5757979614361368,274,118,0.7815677889708093,559,377,124,443,579,1557.2082484604366
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,TN,9237,142,803,368,30,2921.4486651676807,2383.6338151768164,0.227749,933,288,86,0.700895945394525,212,132,0.7918649700451614,280,250,0.3680037834019083,609,235,0.7077825585260048,961,93,457,149,135,2392.5471581944944
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,DK,1349,37,143,190,291,2801.882190903404,2842.3594048021387,0.076773,525,7,186,0.4670809736381105,338,63,0.29375656044238563,229,7,0.29803697207181046,660,80,0.3975687634376147,571,64,59,185,546,6317.831502579733
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,not_subscribed,ZW,4130,312,269,640,271,5396.811819545226,1203.967301575807,0.241303,510,159,45,0.025693226365217425,178,97,0.24045095778661374,723,445,0.5674450460154128,436,413,0.3235732744258819,992,77,811,321,246,9997.724382547747
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,LY,4089,452,959,276,229,5045.629372056047,2068.1491826436722,0.236898,547,99,136,0.1655596898576719,227,241,0.34150085313062206,933,500,0.35367407006388407,708,164,0.0677967540688621,796,276,387,303,2,8618.05130505437
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,US,7637,74,433,839,414,8459.133630604763,357.0682913319627,0.220671,467,68,10,0.22064720312147956,178,16,0.3485916705162714,127,210,0.09742351981206676,247,322,0.7728770045026084,347,452,600,188,283,8584.500127558389
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,6291,289,463,810,66,8667.176918409756,69.812048694604,0.361636,665,226,177,0.37476449662292943,454,152,0.37534593359487745,564,15,0.9361934130912499,37,192,0.2664423623080029,975,198,870,11,632,5865.507145720297
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,9195,451,965,450,60,9060.68328130634,2357.8882353357535,0.188473,769,110,190,0.46114111182427897,264,168,0.7240305335095266,510,238,0.3731637555592292,741,225,0.8123317240413234,905,230,775,460,522,8202.369635209554
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,TD,9444,144,898,381,246,9171.681601323457,2995.6491540246225,0.667856,193,449,71,0.426952638830737,321,249,0.906185147104028,72,445,0.5732458976097932,21,236,0.4734840859750179,508,121,766,416,51,6775.927454747872
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,4061,418,130,295,271,4113.040509090639,650.7351906301499,0.022692,930,370,229,0.16236246456185144,56,71,0.24621325748417078,205,50,0.07998424858245212,733,398,0.31630710677224616,200,389,726,474,980,8661.310725182095
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,BT,920,49,561,46,353,4463.530919642448,617.5767450239645,0.250583,551,443,37,0.435879124045246,335,181,0.5610062257774056,68,365,0.7758421055506372,925,227,0.19254464898826096,573,136,509,430,462,4385.9908250827
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,subscribed,CZ,7912,222,529,272,263,1065.1789237123521,2096.1607397088014,0.418178,138,405,62,0.5810096958870169,461,183,0.27378544992772724,572,398,0.6600937744595503,698,192,0.8548130953283328,973,154,714,181,586,1781.3463988315048
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,live,subscribed,US,5951,65,771,98,95,6194.417672063969,142.82215351728155,0.739858,956,372,24,0.3134208150263428,168,92,0.27950930164324306,569,416,0.2406009262945411,235,383,0.3478014696305478,510,410,663,73,613,4430.088334878769
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,SB,584,131,360,590,185,3844.6397619346153,512.9040734491748,0.063398,177,59,75,0.5418641469930656,34,165,0.733552884313398,172,138,0.47144739741913544,11,90,0.8015921707657606,233,214,281,420,561,7088.734276742901
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,AM,2969,126,389,780,246,7820.920734279617,1404.069852653551,0.77705,99,19,143,0.565765428750076,478,29,0.4424827805586308,929,108,0.19889413618937968,195,223,0.01967896932178348,144,205,406,366,14,8030.157967548213
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,US,1474,7,747,827,250,3281.424097903528,1852.7133149466165,0.695023,799,26,58,0.8000993244585628,322,69,0.7284309852774091,741,403,0.46317840154710765,520,99,0.27011299880864814,27,204,639,142,596,9538.301114795218
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,GW,1041,134,73,506,44,4126.276380340846,2789.135942374069,0.761195,424,80,205,0.048452230104695126,348,64,0.1463599420225732,487,394,0.2047016809769191,182,283,0.3843678058228205,681,462,659,358,721,8408.326182332197
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,not_subscribed,US,2952,43,100,240,494,7099.757363936587,1621.3414833915044,0.354393,332,116,207,0.7835415736701425,357,231,0.7219072947842339,439,209,0.3470181279739726,730,498,0.7188539163878448,56,23,54,440,943,1122.2075574130674
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,ES,2394,392,289,278,17,2709.744320494042,2707.613847283501,0.620547,989,258,181,0.3731181769867874,288,128,0.5940900380461328,598,228,0.7695315496887382,208,27,0.4998914486693964,547,261,535,53,147,928.8019936712067
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,subscribed,AU,5762,429,675,45,492,6972.738857754681,757.4709154803861,0.684278,772,55,102,0.19980422602620218,100,80,0.8719829417748666,463,371,0.37171992289236155,528,453,0.1363199061624888,416,314,655,152,479,699.3644430865397
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,4207,5,578,704,201,519.6384113743779,2034.1021225731138,0.038191,216,408,61,0.23820482226716055,350,79,0.7263893655426041,411,117,0.6335846944538156,832,170,0.8393536245691002,517,238,406,106,556,7062.625489390303
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,585,43,736,695,145,453.90065268436473,113.11100428762799,0.276573,97,447,50,0.7133568646394419,315,177,0.05614253340227471,217,269,0.17047929593583766,100,405,0.8528397886175646,194,95,728,96,707,4299.592343411736
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,9252,296,938,587,164,5796.066829162249,1289.472542652429,0.891805,668,375,148,0.5344742984811165,440,63,0.10464093998477386,541,100,0.9332841449738251,758,382,0.9952284719179834,271,484,281,30,287,6759.954585373984
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,PW,3656,327,368,777,364,2005.6982803149726,643.4766167212188,0.147132,494,191,184,0.378950064707235,150,66,0.6161746800124414,735,399,0.3438381995803913,137,258,0.6305878265357882,398,5,887,243,356,2588.600164090589
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,HN,2264,195,471,498,101,620.2102920874996,796.6937012911793,0.272183,30,414,134,0.8076060640281919,482,78,0.06828911881010957,73,304,0.4351023006595611,112,141,0.5644991111398167,217,370,746,125,221,9877.49928382625
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,3353,496,492,568,211,7448.259995280806,298.8744697650366,0.134481,894,369,103,0.6223960857952936,372,126,0.5240325986644427,747,471,0.41854720265040546,235,382,0.5013741425161324,907,277,630,254,840,4095.0861206505697
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,NA,7882,497,808,830,472,6730.839392781671,2069.624070513561,0.113424,550,401,19,0.9238058001970768,452,56,0.40894896156863825,51,315,0.9946232106010767,859,373,0.08766526737518476,98,28,800,136,929,2230.1400481956034
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,US,2467,471,204,221,392,5266.186483103435,1425.3934388509201,0.800895,520,178,111,0.8728861492704445,48,40,0.29611522044214045,80,385,0.09827588213959293,175,278,0.15815016339858323,734,500,913,17,276,8494.289861177938
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,US,6125,141,932,674,92,1851.6458081935061,1613.327328453998,0.574114,8,111,163,0.03211379620980814,89,142,0.11946068067606574,843,407,0.6668591997374012,134,169,0.5735800263250741,718,141,493,144,230,5087.226690214853
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,subscribed,CI,3619,75,194,307,447,9442.620361719024,1991.5920844897933,0.761796,775,384,31,0.8317168516910105,36,100,0.46669790186320104,713,408,0.42063957961007326,996,275,0.23574899442145125,58,91,141,317,655,1280.0887442439969
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,live,subscribed,US,7601,476,990,144,141,1557.698407386492,171.04165409549466,0.713724,567,334,175,0.6333485724143727,319,102,0.13965762461652986,242,337,0.4383288951517682,87,59,0.5838133197510773,648,435,536,20,303,1144.7980690549819
20230924,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,CI,5695,231,453,687,394,9791.79482166346,2826.1430024864603,0.328415,808,126,155,0.3470898745335288,241,9,0.9868141439006517,15,204,0.7950616074040334,625,220,0.3231772164240284,976,174,533,68,500,7311.385675959372
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,subscribed,VE,47,443,320,870,319,7020.816532884608,2476.454486820726,0.225193,703,371,179,0.019672829609385323,471,106,0.2303049692162692,620,373,0.3770597735881117,901,80,0.7041384701192177,808,38,503,278,727,551.0387917375991
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,not_subscribed,IT,5041,3,35,994,420,5497.187350363565,267.3557934814068,0.978649,959,493,194,0.679815804488704,69,187,0.14592570183274212,456,308,0.09567240291212387,929,411,0.13576673402792738,66,250,439,466,175,9937.360541515698
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,BW,1774,362,979,445,283,1756.0945629592795,1806.4634058760964,0.466332,545,480,46,0.22194769355659216,482,156,0.611640516124843,499,351,0.7352432430757218,967,354,0.12380096199181045,932,129,622,138,608,4409.344218049627
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,subscribed,US,3705,246,667,1,101,9054.090366327164,192.59668793685503,0.50918,517,201,199,0.8318930894744303,439,146,0.3452369129599634,756,493,0.3791540912616407,142,329,0.8923809361816223,548,123,795,430,601,1056.8050974279297
20230925,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,LA,8723,216,858,148,129,7652.598918473529,171.30540378476945,0.349697,576,413,203,0.4276024587489934,3,238,0.7655600156109598,564,190,0.2589424706821759,23,33,0.5957391556945347,13,130,152,363,229,4443.718124400553
20230926,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,9485,195,635,384,43,386.39771232560906,2121.9122193717917,0.817447,211,218,111,0.22980666465657995,209,65,0.9772133901576784,9,71,0.3716632585379366,721,396,0.06845893796610714,451,224,752,458,326,292.75294691612163
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,subscribed,AG,2031,135,694,6,250,8943.104962701476,808.9611032486953,0.720841,631,452,10,0.1156154304941972,465,228,0.9629753725053831,142,73,0.28671268142346384,499,415,0.5018412906977322,792,413,108,322,956,1481.527000136661
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,live,not_subscribed,US,2721,298,141,755,111,8259.78494238858,2323.8974865014984,0.694578,572,270,22,0.7160290146863385,418,10,0.5120174421938464,292,414,0.16151873137823713,251,187,0.5341841375565693,613,148,54,451,327,2876.459178803853
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,HN,8565,403,273,703,178,8062.727415192234,2502.3818901237187,0.250496,119,486,47,0.35772540201952585,309,17,0.09851254427484635,704,106,0.5026160622513209,738,42,0.45177376995025986,539,4,335,151,595,7756.863498882662
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,6276,135,866,818,468,804.0308559079856,37.354750927432015,0.678719,213,298,172,0.9301052076675294,116,228,0.4567604161340719,566,235,0.665377491449069,769,211,0.7955283145904758,666,390,246,292,500,8492.765100389192
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,not_subscribed,ML,299,218,562,109,112,7616.017718469382,2508.4104438089985,0.13131,704,400,103,0.5319911614249248,269,136,0.3552672222298653,632,496,0.5847972655050079,10,450,0.5923191076263828,349,353,672,77,700,4967.580276924897
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,US,7333,75,817,544,283,7441.355522966752,224.76876326163597,0.596543,554,111,42,0.010062794310702339,296,137,0.8074312728760175,845,35,0.08794495337832653,464,340,0.2153499553835524,283,304,936,80,568,6494.5907789059165
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,live,not_subscribed,ZA,8159,219,486,222,63,1987.8110901834466,1852.0197515275631,0.261738,757,244,73,0.5693712028956586,45,13,0.8052828994739457,868,455,0.16224329239079616,242,145,0.4399494785625244,386,323,976,144,83,6903.414675904696
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,CV,2232,219,144,529,237,6729.41306409114,2850.164143273497,0.595712,185,84,249,0.22143196857442682,163,195,0.3256976709178929,442,226,0.11296039014564774,245,194,0.5768750329534044,557,405,878,162,760,6208.8439274338825
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,559,296,836,608,179,6116.544443448714,2797.224206550968,0.296199,278,153,119,0.5124277174580271,471,145,0.4285880480874459,375,130,0.36207377000004126,258,321,0.48013312636596905,509,480,143,123,718,9613.403971027477
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,723ad3be-64b7-4c4e-8086-85ea199c2979,on_demand,not_subscribed,PT,1723,197,810,228,97,4577.078657041542,861.5261822012221,0.38555,756,97,172,0.6876915929524648,488,171,0.7780461943007657,689,187,0.5203802327146332,260,146,0.5099449612050843,979,423,726,102,633,5902.2184394015685
20230929,b3aae0c1-8e21-4100-9def-5093d454022f,a5ce5123-bc8f-432f-af10-5b7046808e77,on_demand,not_subscribed,BG,1419,92,623,75,447,8815.81376329464,1333.1311708129672,0.663844,887,256,231,0.6238919297006194,34,229,0.6984804865380595,34,4,0.4790754277875937,258,87,0.5564721320535462,530,135,506,129,33,1031.8431862203047
20230928,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,live,not_subscribed,US,2290,177,235,387,60,4934.870860015084,2664.970251396084,0.325229,200,477,227,0.9741611447078875,493,129,0.5668835383257393,552,151,0.10811861194641792,260,385,0.7012482874189128,619,167,782,304,276,5746.151930754519
20230927,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,5169,267,477,766,64,4423.438120233837,777.1708588575385,0.132086,990,213,176,0.34581657241150865,466,192,0.7057707559540433,349,312,0.8041719889120877,619,17,0.16612785270508712,750,88,838,244,564,3035.8804387351156
20230930,b3aae0c1-8e21-4100-9def-5093d454022f,cae7a02f-b2b3-4619-ad4d-620f470a7182,on_demand,not_subscribed,US,3022,117,330,1,457,1382.081442774009,2341.5132317706352,0.215033,727,99,60,0.91296162737595,240,170,0.11451522876099607,794,453,0.7862465112581051,479,343,0.7900078086915523,196,268,386,10,259,4769.627198256976
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,a5e5043e-d12f-4ebd-aa76-f27de0d1bdbb,on_demand,subscribed,US,6299,432,638,288,23,2974.219344122483,2693.5978967623732,0.043089,290,475,66,0.11077264672628717,199,235,0.9169120612048179,427,204,0.44738945080067827,940,108,0.0739507673472618,410,189,1000,73,191,4815.627371279531
20231001,b3aae0c1-8e21-4100-9def-5093d454022f,45fc30f6-2682-42eb-8a7b-cc51d8077c48,on_demand,subscribed,US,1527,480,442,544,371,7207.759771066429,765.7564055405676,0.399653,85,443,70,0.6810906783058475,216,71,0.4970001805655543,702,100,0.9025038754182245,183,200,0.8471322612075336,901,132,503,19,7,8748.860879085498
